"path","area","kind","size_bytes","line_count","sha256","disposition","target_pattern","reason_codes"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】控制每个规则开关/inputs/images/12-u199.png","workspace-feature","binary","159417","","6ca281703448be8b5a7e7f0ad3d570ea582fa83361c424ad05ac1666a3a628e1","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","DUPLICATE_CONTENT:6"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】控制每个规则开关/inputs/images/13-fullpage-_1_28新增_未排期_支持控制每个规则开启_关闭_影响规则任务中的对应规则是否运行_待评估_不好实.png","workspace-feature","binary","643413","","46bd55c23fb712f7b5816a50fb419b637222be9f93d67f2e2d8cd9069b0e984d","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","DUPLICATE_CONTENT:2;LONG_PATH_BYTES:248"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】控制每个规则开关/inputs/images/2-u196.png","workspace-feature","binary","30031","","9a1615932876dada81a1ff9ce920fdf49fe73b936a200d5a57f8d6ac799f913c","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","DUPLICATE_CONTENT:6"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】控制每个规则开关/inputs/images/3-u1.png","workspace-feature","binary","379276","","f957ebf828a81abdea9527e207527bd3223323450fc8ebd6cf08b88f5001f1ab","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","DUPLICATE_CONTENT:6"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】控制每个规则开关/inputs/images/4-u254.png","workspace-feature","binary","154684","","c22384b829d42b53bce24ef63c481650e6253f98e0488ff581aeb3efc959e231","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","DUPLICATE_CONTENT:6"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】控制每个规则开关/inputs/images/5-u253.png","workspace-feature","binary","114979","","15f9a2b7e8aed4ab9aca6423af86e4e99800185d19a6d5b56200440b82b0fd0e","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","DUPLICATE_CONTENT:6"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】控制每个规则开关/inputs/images/6-u252.png","workspace-feature","binary","148807","","2323a1269ff12edfad0910a0b46cc0014f2242263f240888ec30956e1f7a1c45","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","DUPLICATE_CONTENT:6"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】控制每个规则开关/inputs/images/7-u246.png","workspace-feature","binary","9125","","2d21181f7b5fbd34ca7f2d074602860d9c56307677a1728dc36fdc4fe5b3d4e6","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","DUPLICATE_CONTENT:6"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】控制每个规则开关/inputs/images/8-u275.png","workspace-feature","binary","9440","","dd526619fb834bd16475bd804fb69ffce6d19e7fbdc5039eaa2e2c81d84487a9","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","DUPLICATE_CONTENT:7"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】控制每个规则开关/inputs/images/9-u265.png","workspace-feature","binary","403726","","7ba504a49fc0e270a1a39287fa3e9c1af8de401d4b1d05a0e4008bbc7602923a","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","DUPLICATE_CONTENT:7"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】控制每个规则开关/metadata.yaml","workspace-feature","text","720","36","9d25798a26de6bd9447ee8704a80a55f929383167fda0702310f5d9eb5d420a4","rewrite-schema","features/<feature-id>/feature.yaml",""
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】控制规则开关影响任务运行/inputs/lanhu-snapshots/1-u197.png","workspace-feature","binary","36803","","74e5cd50d82351d3dd448e108d1fa3cc6e1b0bc22939f1469c04d293589a6be4","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","DUPLICATE_CONTENT:6"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】控制规则开关影响任务运行/inputs/lanhu-snapshots/10-u176.png","workspace-feature","binary","2228","","8ab760e83f7121b0610da84a517e0b649ae20985123bf8b263a1f2b551b2677c","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","DUPLICATE_CONTENT:6"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】控制规则开关影响任务运行/inputs/lanhu-snapshots/11-u164.png","workspace-feature","binary","83852","","6d5abff1d1e2d5287797a8e16131b9ceda8a0321dc5936272c5841077395bf54","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","DUPLICATE_CONTENT:9"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】控制规则开关影响任务运行/inputs/lanhu-snapshots/12-u199.png","workspace-feature","binary","159417","","6ca281703448be8b5a7e7f0ad3d570ea582fa83361c424ad05ac1666a3a628e1","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","DUPLICATE_CONTENT:6"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】控制规则开关影响任务运行/inputs/lanhu-snapshots/13-fullpage-_1_28新增_未排期_支持控制每个规则开启_关闭_影响规则任务中的对应规则是否运行_待评估_不好实.png","workspace-feature","binary","643413","","46bd55c23fb712f7b5816a50fb419b637222be9f93d67f2e2d8cd9069b0e984d","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","DUPLICATE_CONTENT:2;LONG_PATH_BYTES:269"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】控制规则开关影响任务运行/inputs/lanhu-snapshots/2-u196.png","workspace-feature","binary","30031","","9a1615932876dada81a1ff9ce920fdf49fe73b936a200d5a57f8d6ac799f913c","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","DUPLICATE_CONTENT:6"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】控制规则开关影响任务运行/inputs/lanhu-snapshots/3-u1.png","workspace-feature","binary","379276","","f957ebf828a81abdea9527e207527bd3223323450fc8ebd6cf08b88f5001f1ab","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","DUPLICATE_CONTENT:6"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】控制规则开关影响任务运行/inputs/lanhu-snapshots/4-u254.png","workspace-feature","binary","154684","","c22384b829d42b53bce24ef63c481650e6253f98e0488ff581aeb3efc959e231","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","DUPLICATE_CONTENT:6"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】控制规则开关影响任务运行/inputs/lanhu-snapshots/5-u253.png","workspace-feature","binary","114979","","15f9a2b7e8aed4ab9aca6423af86e4e99800185d19a6d5b56200440b82b0fd0e","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","DUPLICATE_CONTENT:6"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】控制规则开关影响任务运行/inputs/lanhu-snapshots/6-u252.png","workspace-feature","binary","148807","","2323a1269ff12edfad0910a0b46cc0014f2242263f240888ec30956e1f7a1c45","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","DUPLICATE_CONTENT:6"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】控制规则开关影响任务运行/inputs/lanhu-snapshots/7-u246.png","workspace-feature","binary","9125","","2d21181f7b5fbd34ca7f2d074602860d9c56307677a1728dc36fdc4fe5b3d4e6","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","DUPLICATE_CONTENT:6"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】控制规则开关影响任务运行/inputs/lanhu-snapshots/8-u275.png","workspace-feature","binary","9440","","dd526619fb834bd16475bd804fb69ffce6d19e7fbdc5039eaa2e2c81d84487a9","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","DUPLICATE_CONTENT:7"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】控制规则开关影响任务运行/inputs/lanhu-snapshots/9-u265.png","workspace-feature","binary","403726","","7ba504a49fc0e270a1a39287fa3e9c1af8de401d4b1d05a0e4008bbc7602923a","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","DUPLICATE_CONTENT:7"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】控制规则开关影响任务运行/metadata.yaml","workspace-feature","text","752","36","08841311cae15e61e026f0e483c3e8ae960f0a557bf6675c1c82b919f8bc78d4","rewrite-schema","features/<feature-id>/feature.yaml",""
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】控制规则开关影响任务运行/prd.md","workspace-feature","text","6112","160","302dddb4e424212067f6e35a83094b1c6fa6b6597e9b01c7f535154b7a1f2b9f","relocate-and-classify","features/<feature-id>/ under flat ASCII stable ID","BROKEN_LOCAL_LINKS:13"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】时效性两字段时间差校验/inputs/lanhu-snapshots/1-u1.png","workspace-feature","binary","83852","","6d5abff1d1e2d5287797a8e16131b9ceda8a0321dc5936272c5841077395bf54","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","DUPLICATE_CONTENT:9"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】时效性两字段时间差校验/inputs/lanhu-snapshots/2-u38.png","workspace-feature","binary","350838","","b8c21c2c8f0eea47903a79879e90577ff8617bd9b23a1c83221087c0ee827821","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","DUPLICATE_CONTENT:5"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】时效性两字段时间差校验/inputs/lanhu-snapshots/3-u112.png","workspace-feature","binary","3772","","fc0b34f22a9829056c172e3f4857a788f334e8e8ce613f09b8900b555fc05c29","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","DUPLICATE_CONTENT:6"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】时效性两字段时间差校验/inputs/lanhu-snapshots/4-u42.png","workspace-feature","binary","3294","","4c7512a53e9586d8dd235f62c5a8125305478b5059d71dfffd4056cf3e0e3ba1","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","DUPLICATE_CONTENT:5"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】时效性两字段时间差校验/inputs/lanhu-snapshots/5-u86.png","workspace-feature","binary","247781","","18351508350b4afe0b1eb622fdb9276b629f393f002beb0a4b08d4e990f7023b","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","DUPLICATE_CONTENT:7"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】时效性两字段时间差校验/inputs/lanhu-snapshots/6-u44.png","workspace-feature","binary","267173","","ab0a6e010701981f70bc4c72dc2cea6e43f817cd67b738f691300c2df076574e","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","DUPLICATE_CONTENT:6"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】时效性两字段时间差校验/inputs/lanhu-snapshots/7-fullpage-15526_内置规则丰富_时效性_及时性_两个字段之间的时间差校验.png","workspace-feature","binary","650271","","92a8e6eed455e36b297ee19dd78251e91e4f2123af833df9bdde5f232593f008","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}",""
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】时效性两字段时间差校验/metadata.yaml","workspace-feature","text","761","36","d38b3b5f31eb8be9946a776c0540d8c3172a699f6b06cd1d391bdea46bb9b31b","rewrite-schema","features/<feature-id>/feature.yaml",""
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】时效性两字段时间差校验/prd.md","workspace-feature","text","5712","148","a170c68a78abc48c4ac83ba0dc4e444afb85ea1bcba02f33f0e82f67df4a74b2","relocate-and-classify","features/<feature-id>/ under flat ASCII stable ID","BROKEN_LOCAL_LINKS:7"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】时效性同字段时间差校验/inputs/lanhu-snapshots/1-u60.png","workspace-feature","binary","247781","","18351508350b4afe0b1eb622fdb9276b629f393f002beb0a4b08d4e990f7023b","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","DUPLICATE_CONTENT:7"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】时效性同字段时间差校验/inputs/lanhu-snapshots/2-u1.png","workspace-feature","binary","83852","","6d5abff1d1e2d5287797a8e16131b9ceda8a0321dc5936272c5841077395bf54","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","DUPLICATE_CONTENT:9"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】时效性同字段时间差校验/inputs/lanhu-snapshots/3-u29.png","workspace-feature","binary","3294","","4c7512a53e9586d8dd235f62c5a8125305478b5059d71dfffd4056cf3e0e3ba1","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","DUPLICATE_CONTENT:5"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】时效性同字段时间差校验/inputs/lanhu-snapshots/4-u31.png","workspace-feature","binary","267173","","ab0a6e010701981f70bc4c72dc2cea6e43f817cd67b738f691300c2df076574e","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","DUPLICATE_CONTENT:6"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】时效性同字段时间差校验/inputs/lanhu-snapshots/5-u25.png","workspace-feature","binary","350838","","b8c21c2c8f0eea47903a79879e90577ff8617bd9b23a1c83221087c0ee827821","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","DUPLICATE_CONTENT:5"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】时效性同字段时间差校验/inputs/lanhu-snapshots/6-u86.png","workspace-feature","binary","3772","","fc0b34f22a9829056c172e3f4857a788f334e8e8ce613f09b8900b555fc05c29","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","DUPLICATE_CONTENT:6"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】时效性同字段时间差校验/inputs/lanhu-snapshots/7-fullpage-15527_内置规则丰富_时效性_周期性_同一个字段的时间差校验.png","workspace-feature","binary","571067","","02ede9b093bbcbd66541ddabeb734c9ff4aa3e828736c745628ca918641c9fd6","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}",""
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】时效性同字段时间差校验/metadata.yaml","workspace-feature","text","762","36","c444fb3aa5133b27aac9a7d687e1c2f2629107dbb490074b20ff67c01422a3a0","rewrite-schema","features/<feature-id>/feature.yaml",""
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】时效性同字段时间差校验/prd.md","workspace-feature","text","5702","148","5d171dbc1e7839fc0e994e8575b5439d417d32c2c60b231382ec511736887094","relocate-and-classify","features/<feature-id>/ under flat ASCII stable ID","BROKEN_LOCAL_LINKS:7"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】有效性多规则且或关系/automation/tests/cases/README.md","workspace-feature","text","2624","31","6422c2434b4ac0f04a2d1b5fd8190c333548784a2108f1d431ce5458056c8cc4","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts",""
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】有效性多规则且或关系/automation/tests/cases/t01-case-01.ts","workspace-feature","text","3307","94","14a88f1f49167b8cb9de93aab78873b3026479f9420a48c7e09ddc0a00a879e5","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts",""
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】有效性多规则且或关系/automation/tests/cases/t02-case-02.ts","workspace-feature","text","3222","89","9273092a03a6d7f0e66afe283d03177ef58125ca959fb00c6f4eafc20c6c7230","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts",""
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】有效性多规则且或关系/automation/tests/cases/t03-case-03.ts","workspace-feature","text","3882","100","98c92b9bdae2d4729a7bc193ba7b9b667d3a71e1d38d7510aaa46b5511e7dbbc","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts",""
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】有效性多规则且或关系/automation/tests/cases/t04-case-04.ts","workspace-feature","text","4405","109","83fc7dec72cbdedd6e9e9193505b9cc8828aad7fd515e1ffaacc36103c9496c2","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","NTH_SELECTOR:2;WAIT_FOR_TIMEOUT:2"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】有效性多规则且或关系/automation/tests/cases/t05-not-in.ts","workspace-feature","text","4310","106","7fdc336277dea42365036e187832b3dc62f11f461ed0d7a1ebd86c4f232a1f40","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","NTH_SELECTOR:3;WAIT_FOR_TIMEOUT:2"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】有效性多规则且或关系/automation/tests/cases/t06-enum-orig-not-in.ts","workspace-feature","text","4396","112","a349f35874550be8f34222e14cb1505b1eaf0fa01fbd72eeeaa8bc79ccc32c38","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","NTH_SELECTOR:2;WAIT_FOR_TIMEOUT:1"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】有效性多规则且或关系/automation/tests/cases/t07-string.ts","workspace-feature","text","3752","105","2475fa9feb44c00bfc2d284ee345dc84cbe7c374b518af5a71b48eef95a34ad1","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","NTH_SELECTOR:1"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】有效性多规则且或关系/automation/tests/cases/t08-case-08.ts","workspace-feature","text","4285","107","5799fdc4c8fed9296aefed8b6d7843477a69ddce359cf2a11f8855e05b7fb495","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","NTH_SELECTOR:4;WAIT_FOR_TIMEOUT:2"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】有效性多规则且或关系/automation/tests/cases/t09-in.ts","workspace-feature","text","4235","105","06e988996969029dbd9d337f9985b6efb37a6d859a923040d0644dc0b561a425","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","NTH_SELECTOR:6;WAIT_FOR_TIMEOUT:1"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】有效性多规则且或关系/automation/tests/cases/t10-case-10.ts","workspace-feature","text","4513","110","cf04e74a6b5e7a1d21c07a6847df4bb903e3bdff3dcb06f92ab80ff2291fbaa3","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","NTH_SELECTOR:5;WAIT_FOR_TIMEOUT:2"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】有效性多规则且或关系/automation/tests/cases/t11-case-11.ts","workspace-feature","text","3815","98","0ce0ca7e5053484d2b9ec2df0bdb691c8c3094f44a69bc5b880c975a7832a33c","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","NTH_SELECTOR:1;WAIT_FOR_TIMEOUT:1"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】有效性多规则且或关系/automation/tests/cases/t12-case-12.ts","workspace-feature","text","4468","117","add092a7ad3b8a29f32fc244471fbeb06ed172f5bd2e7d43013a5e365ec18411","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts",""
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】有效性多规则且或关系/automation/tests/cases/t13-case-13.ts","workspace-feature","text","4053","109","b8392ce66d9e0597621a313a070d9c879dbca515d04763fe4fc0c9f7c863b741","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","NTH_SELECTOR:3"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】有效性多规则且或关系/automation/tests/cases/t14-case-14.ts","workspace-feature","text","5598","137","50db85103b1f0e144fb1965bfd37150dd3390d3dac36fde1a657e8193dea3db1","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","NTH_SELECTOR:1"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】有效性多规则且或关系/automation/tests/cases/t16-case-16.ts","workspace-feature","text","3108","75","6aaa6f30c1f5f2341c3e2ce6d0ceddb5272025c765e55b11c9de6ca41ce8d37b","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts",""
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】有效性多规则且或关系/automation/tests/cases/t17-case-17.ts","workspace-feature","text","2756","69","5250a849ef3e7825dcbe407b2ef11c89843492c74453567839f1de3c56382b83","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts",""
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】有效性多规则且或关系/automation/tests/cases/t18-case-18.ts","workspace-feature","text","2896","66","576bd5094c19cccd1e3ed8d30a835e1ba6e96ede1408d17afd5463fca4820f1c","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","CATCH_BLOCK:1;NTH_SELECTOR:1"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】有效性多规则且或关系/automation/tests/cases/t19-case-19.ts","workspace-feature","text","3539","76","4bf77696fd386502c057c451f58a92fde515d8fc16d71c1464f3aec917aae423","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts",""
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】有效性多规则且或关系/automation/tests/cases/t20-case-20.ts","workspace-feature","text","3491","76","f88ea1e6d43662595df95c25384d80590ab435495719f5fa3abba0937272ca0f","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts",""
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】有效性多规则且或关系/automation/tests/cases/t21-case-21.ts","workspace-feature","text","4069","99","0a5d1f62b8f85a9f1afe7734e3144962222eb86653a16999bcc5161de75bb5bc","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","WAIT_FOR_TIMEOUT:1"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】有效性多规则且或关系/automation/tests/cases/t22-case-22.ts","workspace-feature","text","4987","108","ef5c43ae25efbd3b01c005dc5d108c68124f712f8ca7256d1f784ab3d1ab4266","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","NTH_SELECTOR:2"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】有效性多规则且或关系/automation/tests/cases/t23-case-23.ts","workspace-feature","text","4483","97","1b3a5999c54b77c5ea87c949b2672d963d3c9dda5bc426b06454862b2d506eeb","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","NTH_SELECTOR:2"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】有效性多规则且或关系/automation/tests/cases/t24-case-24.ts","workspace-feature","text","3632","80","47b242b1499cb42b4428317c245ceb28d3854368dfa757737cab802117b10949","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts",""
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】有效性多规则且或关系/automation/tests/cases/t25-in.ts","workspace-feature","text","2968","69","76fdc9a16d205fb544580b94d9eea9f9e509b9df11bc2c207b8dbeafe4004286","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts",""
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】有效性多规则且或关系/automation/tests/cases/t26-in.ts","workspace-feature","text","3343","77","3e638465b22be0d8b14afe58fbc3f85c56a504df6788af6863e96096b8671f15","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts",""
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】有效性多规则且或关系/automation/tests/cases/t27-not-in-not-in.ts","workspace-feature","text","3250","74","54c8b9b056793ba1411be942a3ae763ace705e25c1851c6ba7418f43a319d22c","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts",""
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】有效性多规则且或关系/automation/tests/data/offline-storage-state.json","workspace-feature","text","37","5","8fc36561d0bc7ff473395e7a810739c1228ffe8df47449b5a53f1f48fa88a242","rewrite-or-extract","features/<feature-id>/automation/support/{data,sql}/",""
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】有效性多规则且或关系/automation/tests/data/test-data.ts","workspace-feature","text","16482","512","eae4ba70a7c9fba76d80556d697f2dafc72e4a44ec83b31d07eb14a6cf7e9b84","rewrite-or-extract","features/<feature-id>/automation/support/{data,sql}/","CATCH_BLOCK:4;WAIT_FOR_TIMEOUT:2"
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】有效性多规则且或关系/automation/tests/runners/full.spec.ts","workspace-feature","text","898","30","c4c008a2299b933c53c0576a87c336c0cef90eabf0ce31c3e28afcec45510f89","remove-after-suite-migration","remove; suite selection moves to automation/suite.yaml",""
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】有效性多规则且或关系/automation/tests/runners/smoke.spec.ts","workspace-feature","text","98","5","88c7d9aaa93e0c0c3b5fc13a8389f6708d34c49eeb1b98e601891e5bcb8f8ede","remove-after-suite-migration","remove; suite selection moves to automation/suite.yaml",""
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】有效性多规则且或关系/cases/archive.md","workspace-feature","text","57710","1131","3f61a4fc7047a7c1ecc5432a276d00757e6024881cfb4e39b197f71847aedd7a","convert-to-canonical-cases","features/<feature-id>/cases/{cases.yaml,exports/}",""
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】有效性多规则且或关系/cases/cases.xmind","workspace-feature","binary","13751","","04af8daf34f8ce3dbb9f5ef348f2b0a26295cbeefa04a2ea4a9788127357c500","convert-to-canonical-cases","features/<feature-id>/cases/{cases.yaml,exports/}",""
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】有效性多规则且或关系/inputs/lanhu-snapshots/1-u109.png","workspace-feature","binary","46863","","b9495facd53ced8fe62ad0941b724dc0bf3433063101c70431954f70d2b0a5af","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}",""
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】有效性多规则且或关系/inputs/lanhu-snapshots/2-u112.png","workspace-feature","binary","18399","","e2df45afe6ee44aa0b66335176dd52f0df024c63ab5da450df165187c0d4c8cd","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}",""
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】有效性多规则且或关系/inputs/lanhu-snapshots/3-u113.png","workspace-feature","binary","5377","","8a4434a92499727a0559e855994740bbac3f67e502f930ec0ce9a605f0d7c7b7","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}",""
"workspace/dataAssets/features/v6.4.7/【v647】【数据质量】有效性多规则且或关系/inputs/lanhu-snapshots/4-u121.png","workspace-feature","binary","431165","","aae55d54902b86661c1dcb9c65e868dc2fc7def0d65ecdff6ba9862dbd031858","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","DUPLICATE_CONTENT:4"
